Gene ID	source_id	Product Description	Input Ortholog(s)	gene_source_id	Gene Name or Symbol	
PF3D7_1426400	PF3D7_1426400.1	MORN repeat protein, putative	PVP01_1322900	PF3D7_1426400	N/A	
PF3D7_1426500	PF3D7_1426500.1	ABC transporter G family member 2	PVP01_1322800	PF3D7_1426500	ABCG2	
PF3D7_1426600	PF3D7_1426600.1	conserved Plasmodium protein, unknown function	PVP01_1322700	PF3D7_1426600	N/A	
PF3D7_1426700	PF3D7_1426700.1	phosphoenolpyruvate carboxylase	PVP01_1322600	PF3D7_1426700	PEPC	
PF3D7_1426800	PF3D7_1426800.1	conserved Plasmodium protein, unknown function	PVP01_1322500	PF3D7_1426800	N/A	
PF3D7_1426900	PF3D7_1426900.1	cytochrome b-c1 complex subunit 6, putative	PVP01_1322400	PF3D7_1426900	QCR6	
PF3D7_1427000	PF3D7_1427000.1	conserved Plasmodium protein, unknown function	PVP01_1322300	PF3D7_1427000	N/A	
PF3D7_1427100	PF3D7_1427100.1	lipase, putative	PVP01_1322200	PF3D7_1427100	N/A	
PF3D7_1427200	PF3D7_1427200.1	selenoprotein	PVP01_1322100	PF3D7_1427200	Sel4	
PF3D7_1427300	PF3D7_1427300.1	conserved Plasmodium protein, unknown function	PVP01_1322000	PF3D7_1427300	N/A	
PF3D7_1427400	PF3D7_1427400.1	conserved Plasmodium membrane protein, unknown function	PVP01_1321900	PF3D7_1427400	N/A	
PF3D7_1427400	PF3D7_1427400.2	conserved Plasmodium membrane protein, unknown function	PVP01_1321900	PF3D7_1427400	N/A	
PF3D7_1427500	PF3D7_1427500.1	DNA mismatch repair protein MSH2, putative	PVP01_1321800	PF3D7_1427500	MSH2-1	
PF3D7_1427600	PF3D7_1427600.1	CorA-like Mg2+ transporter protein, putative	PVP01_1321700	PF3D7_1427600	MIT3	
PF3D7_1427700	PF3D7_1427700.1	conserved Plasmodium protein, unknown function	PVP01_1321600	PF3D7_1427700	N/A	
PF3D7_1427800	PF3D7_1427800.1	exosome complex component RRP41	PVP01_1321500	PF3D7_1427800	RRP41	
PF3D7_1427900	PF3D7_1427900.1	leucine-rich repeat protein	PVP01_1321400	PF3D7_1427900	N/A	
PF3D7_1428000	PF3D7_1428000.1	conserved Plasmodium membrane protein, unknown function	PVP01_1321300	PF3D7_1428000	N/A	
PF3D7_1428200	PF3D7_1428200.1	major facilitator superfamily domain-containing protein, putative	PVP01_1321100	PF3D7_1428200	MFS5	
PF3D7_1428300	PF3D7_1428300.1	proliferation-associated protein 2g4, putative	PVP01_1321000	PF3D7_1428300	N/A	
PF3D7_1428500	PF3D7_1428500.1	protein kinase, putative	PVP01_1320900	PF3D7_1428500	N/A	
PF3D7_1428600	PF3D7_1428600.1	peptide chain release factor 1	PVP01_1320800	PF3D7_1428600	RF1	
PF3D7_1428700	PF3D7_1428700.1	heme/steroid binding domain containing protein, putative	PVP01_1320700	PF3D7_1428700	N/A	
PF3D7_1428800	PF3D7_1428800.1	transcription initiation TFIID-like, putative	PVP01_1320600	PF3D7_1428800	N/A	
PF3D7_1428800	PF3D7_1428800.2	transcription initiation TFIID-like, putative	PVP01_1320600	PF3D7_1428800	N/A	
PF3D7_1428900	PF3D7_1428900.1	conserved Plasmodium protein, unknown function	PVP01_1320500	PF3D7_1428900	N/A	
PF3D7_1429000	PF3D7_1429000.1	protein archease, putative	PVP01_1320400	PF3D7_1429000	N/A	
PF3D7_1429100	PF3D7_1429100.1	ribosomal protein L15, apicoplast, putative	PVP01_1319700,PVP01_1320300	PF3D7_1429100	N/A	
PF3D7_1429300	PF3D7_1429300.1	CPW-WPC family protein	PVP01_1320100	PF3D7_1429300	N/A	
PF3D7_1429400	PF3D7_1429400.1	rRNA (adenosine-2'-O-)-methyltransferase, putative	PVP01_1320000	PF3D7_1429400	N/A	
PF3D7_1429500	PF3D7_1429500.1	diphthamide biosynthesis protein 2, putative	PVP01_1319900	PF3D7_1429500	DPH2	
PF3D7_1429600	PF3D7_1429600.1	conserved Plasmodium protein, unknown function	PVP01_1319800	PF3D7_1429600	GEXP03	
PF3D7_1429700	PF3D7_1429700.1	ribosomal protein L15, mitochondrial, putative	PVP01_1319700,PVP01_1320300	PF3D7_1429700	N/A	
PF3D7_1429800	PF3D7_1429800.1	coatomer subunit beta, putative	PVP01_1319600	PF3D7_1429800	N/A	
PF3D7_1429900	PF3D7_1429900.1	ADP-dependent DNA helicase RecQ	PVP01_1319500	PF3D7_1429900	WRN	
PF3D7_1430000	PF3D7_1430000.1	conserved protein, unknown function	PVP01_1319400	PF3D7_1430000	N/A	
PF3D7_1430100	PF3D7_1430100.1	serine/threonine protein phosphatase 2A activator	PVP01_1319300	PF3D7_1430100	PTPA	
PF3D7_1430200	PF3D7_1430200.1	plasmepsin IX	PVP01_1319200	PF3D7_1430200	PMIX	
PF3D7_1430300	PF3D7_1430300.1	acid phosphatase, putative	PVP01_1319100	PF3D7_1430300	N/A	
PF3D7_1430400	PF3D7_1430400.1	autophagy protein 5, putative	PVP01_1319000	PF3D7_1430400	ATG5	
PF3D7_1430500	PF3D7_1430500.1	conserved Plasmodium protein, unknown function	PVP01_1318900	PF3D7_1430500	N/A	
PF3D7_1430600	PF3D7_1430600.1	endonuclease/exonuclease/phosphatase family protein, putative	PVP01_1318800	PF3D7_1430600	N/A	
PF3D7_1430700	PF3D7_1430700.1	NADP-specific glutamate dehydrogenase	PVP01_1318700,PVP01_1332400	PF3D7_1430700	GDH2	
PF3D7_1430800	PF3D7_1430800.1	PhIL1 interacting protein PIP3	PVP01_1318600	PF3D7_1430800	PIP3	
PF3D7_1430900	PF3D7_1430900.1	cytochrome c oxidase subunit 2B, putative	PVP01_1318500	PF3D7_1430900	COX2B	
PF3D7_1431000	PF3D7_1431000.1	ribosomal protein L17, mitochondrial, putative	PVP01_1318400	PF3D7_1431000	N/A	
PF3D7_1431100	PF3D7_1431100.1	PhIL1 interacting protein PIP2	PVP01_1318300	PF3D7_1431100	PIP2	
PF3D7_1431200	PF3D7_1431200.1	OST-HTH associated domain protein, putative	PVP01_1318200	PF3D7_1431200	N/A	
PF3D7_1431300	PF3D7_1431300.1	large subunit GTPase 1, putative	PVP01_1318100	PF3D7_1431300	LSG1	
PF3D7_1431500	PF3D7_1431500.1	mitogen-activated protein kinase 1	PVP01_1317900	PF3D7_1431500	MAPK1	
PF3D7_1431600	PF3D7_1431600.1	succinyl-CoA ligase [ADP-forming] subunit beta, putative	PVP01_1317800	PF3D7_1431600	N/A	
PF3D7_1431700	PF3D7_1431700.1	60S ribosomal protein L14, putative	PVP01_1317700	PF3D7_1431700	N/A	
PF3D7_1431900	PF3D7_1431900.1	inner membrane complex suture component, putative	PVP01_1317600	PF3D7_1431900	ISC3	
PF3D7_1432000	PF3D7_1432000.1	syntaxin, Qa-SNARE family	PVP01_1317500	PF3D7_1432000	SYN11	
PF3D7_1432100	PF3D7_1432100.1	voltage-dependent anion-selective channel protein, putative	PVP01_1317400	PF3D7_1432100	N/A	
PF3D7_1432200	PF3D7_1432200.1	conserved Plasmodium protein, unknown function	PVP01_1317300	PF3D7_1432200	N/A	
PF3D7_1432300	PF3D7_1432300.1	conserved Plasmodium protein, unknown function	PVP01_1317200	PF3D7_1432300	N/A	
PF3D7_1432400	PF3D7_1432400.1	leucine-rich repeat protein	PVP01_1317100	PF3D7_1432400	LRR5	
PF3D7_1432500	PF3D7_1432500.1	RNA methyltransferase, putative	PVP01_1317000	PF3D7_1432500	N/A	
PF3D7_1432600	PF3D7_1432600.1	conserved Plasmodium protein, unknown function	PVP01_1316900	PF3D7_1432600	N/A	
PF3D7_1432700	PF3D7_1432700.1	protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative	PVP01_1316800	PF3D7_1432700	N/A	
PF3D7_1432800	PF3D7_1432800.1	HP12 protein homolog, putative	PVP01_1316700	PF3D7_1432800	N/A	
PF3D7_1432900	PF3D7_1432900.1	SF-assemblin, putative	PVP01_1316600	PF3D7_1432900	N/A	
PF3D7_1433000	PF3D7_1433000.1	H/ACA ribonucleoprotein complex subunit 3, putative	PVP01_1316500	PF3D7_1433000	NOP10	
PF3D7_1433100	PF3D7_1433100.1	HID1 domain-containing protein, putative	PVP01_1316400	PF3D7_1433100	N/A	
PF3D7_1433200	PF3D7_1433200.1	conserved Plasmodium protein, unknown function	PVP01_1316300	PF3D7_1433200	N/A	
PF3D7_1433300	PF3D7_1433300.1	histone-binding protein RBBP7, putative	PVP01_1316200	PF3D7_1433300	RBAP46	
PF3D7_1433500	PF3D7_1433500.1	DNA topoisomerase 2	PVP01_1316000	PF3D7_1433500	TOP2	
PF3D7_1433600	PF3D7_1433600.1	signal peptidase complex subunit SPC1, putative	PVP01_1315900	PF3D7_1433600	SPC1	
PF3D7_1433700	PF3D7_1433700.1	conserved Plasmodium protein, unknown function	PVP01_1315800	PF3D7_1433700	N/A	
PF3D7_1433800	PF3D7_1433800.1	conserved Plasmodium protein, unknown function	PVP01_1315700	PF3D7_1433800	N/A	
PF3D7_1434000	PF3D7_1434000.1	CCR4-associated factor 16, putative	PVP01_1315500	PF3D7_1434000	CAF16	
PF3D7_1434100	PF3D7_1434100.1	queuine tRNA-ribosyltransferase, putative	PVP01_1315400	PF3D7_1434100	N/A	
PF3D7_1434200	PF3D7_1434200.1	calmodulin	PVP01_1315300	PF3D7_1434200	CAM	
PF3D7_1434300	PF3D7_1434300.1	Hsp70/Hsp90 organizing protein	PVP01_1315200	PF3D7_1434300	HOP	
PF3D7_1434400	PF3D7_1434400.1	conserved protein, unknown function	PVP01_1315100	PF3D7_1434400	N/A	
PF3D7_1434500	PF3D7_1434500.1	dynein-related AAA-type ATPase, putative	PVP01_1315000	PF3D7_1434500	N/A	
PF3D7_1434600	PF3D7_1434600.1	methionine aminopeptidase 2	PVP01_1314900	PF3D7_1434600	METAP2	
PF3D7_1434700	PF3D7_1434700.1	mitochondrial import inner membrane translocase subunit TIM17, putative	PVP01_1314800	PF3D7_1434700	TIM17	
PF3D7_1434800	PF3D7_1434800.1	mitochondrial acidic protein MAM33, putative	PVP01_1314700	PF3D7_1434800	N/A	
PF3D7_1434900	PF3D7_1434900.1	conserved Plasmodium protein, unknown function	PVP01_1314600	PF3D7_1434900	N/A	
PF3D7_1435000	PF3D7_1435000.1	cytochrome c oxidase assembly protein COX15, putative	PVP01_1314500	PF3D7_1435000	COX15	
PF3D7_1435100	PF3D7_1435100.1	ribonuclease H2 subunit B, putative	PVP01_1314400	PF3D7_1435100	N/A	
PF3D7_1435300	PF3D7_1435300.1	glutamate synthase [NADH], putative	PVP01_1314200	PF3D7_1435300	N/A	
PF3D7_1435400	PF3D7_1435400.1	ER membrane protein complex subunit 4, putative	PVP01_1314100	PF3D7_1435400	EMC4	
PF3D7_1435500	PF3D7_1435500.1	clathrin light chain, putative	PVP01_1314000	PF3D7_1435500	CLC	
PF3D7_1435600	PF3D7_1435600.1	conserved Plasmodium protein, unknown function	PVP01_1313900	PF3D7_1435600	N/A	
PF3D7_1435800	PF3D7_1435800.1	GTPase Era, putative	PVP01_1313700	PF3D7_1435800	ERA	
PF3D7_1435900	PF3D7_1435900.1	conserved Plasmodium protein, unknown function	PVP01_1313600	PF3D7_1435900	N/A	
PF3D7_1436000	PF3D7_1436000.1	glucose-6-phosphate isomerase	PVP01_1313500	PF3D7_1436000	GPI	
PF3D7_1436100	PF3D7_1436100.1	conserved Plasmodium membrane protein, unknown function	PVP01_1313400	PF3D7_1436100	N/A	
PF3D7_1436400	PF3D7_1436400.1	conserved Plasmodium protein, unknown function	PVP01_1313100	PF3D7_1436400	N/A	
PF3D7_1436500	PF3D7_1436500.1	GTP-binding protein, putative	PVP01_1313000	PF3D7_1436500	N/A	
PF3D7_1436600	PF3D7_1436600.1	cGMP-dependent protein kinase	PVP01_1312900	PF3D7_1436600	PKG	
PF3D7_1436700	PF3D7_1436700.1	conserved protein, unknown function	PVP01_1312800	PF3D7_1436700	N/A	
PF3D7_1436800	PF3D7_1436800.1	ATP-dependent Clp protease proteolytic subunit	PVP01_1312700	PF3D7_1436800	ClpR	
PF3D7_1436900	PF3D7_1436900.1	histidine triad protein, putative	PVP01_1312600	PF3D7_1436900	N/A	
PF3D7_1437000	PF3D7_1437000.1	N-acetyltransferase, GNAT family, putative	PVP01_1312500	PF3D7_1437000	N/A	
PF3D7_1437100	PF3D7_1437100.1	conserved protein, unknown function	PVP01_1312400	PF3D7_1437100	N/A	
PF3D7_1437200	PF3D7_1437200.1	ribonucleoside-diphosphate reductase large subunit, putative	PVP01_1312300	PF3D7_1437200	N/A	
PF3D7_1437300	PF3D7_1437300.1	conserved Plasmodium protein, unknown function	PVP01_1312200	PF3D7_1437300	N/A	
PF3D7_1437400	PF3D7_1437400.1	pantothenate kinase 2, putative	PVP01_1312100	PF3D7_1437400	PANK2	
PF3D7_1437500	PF3D7_1437500.1	conserved Plasmodium membrane protein, unknown function	PVP01_1312000	PF3D7_1437500	N/A	
PF3D7_1437600	PF3D7_1437600.1	conserved protein, unknown function	PVP01_1311900	PF3D7_1437600	N/A	
PF3D7_1437700	PF3D7_1437700.1	succinyl-CoA ligase, putative	PVP01_1311800	PF3D7_1437700	N/A	
PF3D7_1437800	PF3D7_1437800.1	trafficking protein particle complex subunit 5, putative	PVP01_1311700	PF3D7_1437800	TRAPPC5	
PF3D7_1437900	PF3D7_1437900.1	HSP40, subfamily A	PVP01_1311600	PF3D7_1437900	HSP40	
PF3D7_1438000	PF3D7_1438000.1	eukaryotic translation initiation factor eIF2A, putative	PVP01_1311500	PF3D7_1438000	N/A	
PF3D7_1438100	PF3D7_1438100.1	translocation protein SEC62, putative	PVP01_1268900	PF3D7_1438100	SEC62	
PF3D7_1438500	PF3D7_1438500.1	cleavage and polyadenylation specificity factor subunit 3, putative	PVP01_1268500	PF3D7_1438500	CPSF3	
PF3D7_1438600	PF3D7_1438600.1	conserved protein, unknown function	PVP01_1268400	PF3D7_1438600	N/A	
PF3D7_1438700	PF3D7_1438700.1	DNA primase small subunit	PVP01_1268300	PF3D7_1438700	N/A	
PF3D7_1438800	PF3D7_1438800.1	OST-HTH associated domain protein, putative	PVP01_1268200	PF3D7_1438800	N/A	
PF3D7_1438900	PF3D7_1438900.1	thioredoxin peroxidase 1	PVP01_1268100	PF3D7_1438900	Trx-Px1	
PF3D7_1439000	PF3D7_1439000.1	copper transporter	PVP01_1268000	PF3D7_1439000	CTR1	
PF3D7_1439100	PF3D7_1439100.1	DEAD/DEAH box helicase, putative	PVP01_1267900	PF3D7_1439100	N/A	
PF3D7_1439200	PF3D7_1439200.1	conserved Plasmodium protein, unknown function	PVP01_1267800	PF3D7_1439200	N/A	
PF3D7_1439300	PF3D7_1439300.1	Sad1/UNC domain-containing protein, putative	PVP01_1267700	PF3D7_1439300	N/A	
PF3D7_1439400	PF3D7_1439400.1	cytochrome b-c1 complex subunit Rieske, putative	PVP01_1267600	PF3D7_1439400	N/A	
PF3D7_1439500	PF3D7_1439500.1	oocyst rupture protein 2, putative	PVP01_1267500	PF3D7_1439500	ORP2	
PF3D7_1439600	PF3D7_1439600.1	cytochrome c oxidase subunit ApiCOX26, putative	PVP01_1267400	PF3D7_1439600	N/A	
PF3D7_1439700	PF3D7_1439700.1	leucine carboxyl methyltransferase, putative	PVP01_1267300	PF3D7_1439700	N/A	
PF3D7_1439800	PF3D7_1439800.1	vesicle-associated membrane protein, putative	PVP01_1267200	PF3D7_1439800	N/A	
PF3D7_1439900	PF3D7_1439900.1	triosephosphate isomerase	PVP01_1267100	PF3D7_1439900	TIM	
PF3D7_1440000	PF3D7_1440000.1	conserved Plasmodium protein, unknown function	PVP01_1267000	PF3D7_1440000	N/A	
PF3D7_1440100	PF3D7_1440100.1	cohesin complex subunit, putative	PVP01_1266900	PF3D7_1440100	N/A	
PF3D7_1440200	PF3D7_1440200.1	stromal-processing peptidase, putative	PVP01_1266700	PF3D7_1440200	SPP	
PF3D7_1440300	PF3D7_1440300.1	porphobilinogen synthase	PVP01_1266800	PF3D7_1440300	PBGS	
PF3D7_1440400	PF3D7_1440400.1	zinc finger protein, putative	PVP01_1266600	PF3D7_1440400	N/A	
PF3D7_1440500	PF3D7_1440500.1	allantoicase, putative	PVP01_1266500	PF3D7_1440500	N/A	
PF3D7_1440600	PF3D7_1440600.1	protein SOC3, putative	PVP01_1266400	PF3D7_1440600	SOC3	
PF3D7_1440700	PF3D7_1440700.1	AP-3 complex subunit mu, putative	PVP01_1266300	PF3D7_1440700	AP3M	
PF3D7_1440800	PF3D7_1440800.1	major facilitator superfamily domain-containing protein, putative	PVP01_1266200	PF3D7_1440800	MFS6	
PF3D7_1440900	PF3D7_1440900.1	conserved Plasmodium protein, unknown function	PVP01_1266100	PF3D7_1440900	N/A	
PF3D7_1441000	PF3D7_1441000.1	cytoplasmic tRNA 2-thiolation protein 2, putative	PVP01_1266000	PF3D7_1441000	NCS2	
PF3D7_1441200	PF3D7_1441200.1	60S ribosomal protein L1, putative	PVP01_1265800	PF3D7_1441200	N/A	
PF3D7_1441300	PF3D7_1441300.1	serine/threonine protein kinase, putative	PVP01_1265700	PF3D7_1441300	N/A	
PF3D7_1441400	PF3D7_1441400.1	FACT complex subunit SSRP1, putative	PVP01_1265600	PF3D7_1441400	FACT-S	
PF3D7_1441500	PF3D7_1441500.1	conserved Plasmodium protein, unknown function	PVP01_1265500	PF3D7_1441500	N/A	
PF3D7_1441600	PF3D7_1441600.1	acid cluster protein 33 homologue, putative	PVP01_1265400	PF3D7_1441600	N/A	
PF3D7_1441700	PF3D7_1441700.1	mitochondrial inner membrane protease ATP23, putative	PVP01_1265300	PF3D7_1441700	ATP23	
PF3D7_1441800	PF3D7_1441800.1	vacuolar protein sorting-associated protein 60, putative	PVP01_1265200	PF3D7_1441800	VPS60	
PF3D7_1441900	PF3D7_1441900.1	RNA polymerase II transcription factor B subunit 5, putative	PVP01_1265100	PF3D7_1441900	TFB5	
PF3D7_1442000	PF3D7_1442000.1	ADP-ribosylation factor, putative	PVP01_1265000	PF3D7_1442000	N/A	
PF3D7_1442100	PF3D7_1442100.1	replication factor A protein 3, putative	PVP01_1264900	PF3D7_1442100	RPA3	
PF3D7_1442200	PF3D7_1442200.1	GTP-binding protein YihA2	PVP01_1264800	PF3D7_1442200	YihA2	
PF3D7_1442300	PF3D7_1442300.1	tRNA import protein tRIP	PVP01_1264700	PF3D7_1442300	tRIP	
PF3D7_1442500	PF3D7_1442500.1	geranylgeranyl transferase type-2 subunit alpha, putative	PVP01_1264500	PF3D7_1442500	N/A	
PF3D7_1442800	PF3D7_1442800.1	conserved Plasmodium protein, unknown function	PVP01_1264200	PF3D7_1442800	N/A	
PF3D7_1442900	PF3D7_1442900.1	Sec7 domain-containing protein ARFGEF, putative	PVP01_1264100	PF3D7_1442900	ARFGEF	
PF3D7_1443000	PF3D7_1443000.1	serine/threonine protein kinase	PVP01_1264000	PF3D7_1443000	SRPK2	
PF3D7_1443200	PF3D7_1443200.1	heptatricopeptide repeat-containing protein, putative	PVP01_1263800	PF3D7_1443200	N/A	
PF3D7_1443300	PF3D7_1443300.1	U6 snRNA-associated Sm-like protein LSm5, putative	PVP01_1263700	PF3D7_1443300	LSM5	
PF3D7_1443400	PF3D7_1443400.1	WD repeat-containing protein	PVP01_1263600	PF3D7_1443400	WLP1	
PF3D7_1443500	PF3D7_1443500.1	poly(A)-specific ribonuclease PARN, putative	PVP01_1263500	PF3D7_1443500	PARN	
PF3D7_1443600	PF3D7_1443600.1	gamma-tubulin complex component, putative	PVP01_1263400	PF3D7_1443600	N/A	
PF3D7_1443700	PF3D7_1443700.1	dephospho-CoA kinase, putative	PVP01_1263300	PF3D7_1443700	DPCK	
PF3D7_1443800	PF3D7_1443800.1	pre-mRNA-splicing factor CWC24, putative	PVP01_1263200	PF3D7_1443800	CWC24	
PF3D7_1443900	PF3D7_1443900.1	heat shock protein 90, putative	PVP01_1263100	PF3D7_1443900	HSP90	
PF3D7_1444000	PF3D7_1444000.1	conserved Plasmodium protein, unknown function	PVP01_1263000	PF3D7_1444000	N/A	
PF3D7_1444100	PF3D7_1444100.1	conserved Plasmodium protein, unknown function	PVP01_1262900	PF3D7_1444100	N/A	
PF3D7_1444200	PF3D7_1444200.1	calmodulin-like protein	PVP01_1262800	PF3D7_1444200	N/A	
PF3D7_1444300	PF3D7_1444300.1	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	PVP01_1262700	PF3D7_1444300	LPAAT	
PF3D7_1444400	PF3D7_1444400.1	conserved Plasmodium protein, unknown function	PVP01_1262600	PF3D7_1444400	N/A	
PF3D7_1444500	PF3D7_1444500.1	eukaryotic translation initiation factor 2-alpha kinase 1	PVP01_1262500	PF3D7_1444500	eIK1	
PF3D7_1444600	PF3D7_1444600.1	conserved Plasmodium protein, unknown function	PVP01_1262400	PF3D7_1444600	N/A	
PF3D7_1444700	PF3D7_1444700.1	shikimate dehydrogenase, putative	PVP01_1262300	PF3D7_1444700	N/A	
PF3D7_1444800	PF3D7_1444800.1	fructose-bisphosphate aldolase	PVP01_1262200	PF3D7_1444800	FBPA	
PF3D7_1445000	PF3D7_1445000.1	prolyl hydroxylase-like protein, putative	PVP01_1262000	PF3D7_1445000	N/A	
PF3D7_1445100	PF3D7_1445100.1	histidine--tRNA ligase, putative	PVP01_1261900	PF3D7_1445100	N/A	
PF3D7_1445200	PF3D7_1445200.1	ATP-dependent RNA helicase MAK5, putative	PVP01_1261800	PF3D7_1445200	MAK5	
PF3D7_1445300	PF3D7_1445300.1	ribosomal protein S29, mitochondrial, putative	PVP01_1261700	PF3D7_1445300	N/A	
PF3D7_1445400	PF3D7_1445400.1	protein serine/threonine kinase-1	PVP01_1261600	PF3D7_1445400	CLK1	
PF3D7_1445500	PF3D7_1445500.1	conserved Plasmodium protein, unknown function	PVP01_1261500	PF3D7_1445500	N/A	
PF3D7_1445600	PF3D7_1445600.1	RNA-binding protein, putative	PVP01_1261400	PF3D7_1445600	N/A	
PF3D7_1445700	PF3D7_1445700.1	conserved Plasmodium protein, unknown function	PVP01_1261300	PF3D7_1445700	N/A	
PF3D7_1445800	PF3D7_1445800.1	conserved Plasmodium membrane protein, unknown function	PVP01_1261200	PF3D7_1445800	N/A	
PF3D7_1445900	PF3D7_1445900.1	ATP-dependent RNA helicase DDX5, putative	PVP01_1261100	PF3D7_1445900	DDX5	
PF3D7_1446100	PF3D7_1446100.1	conserved Plasmodium protein, unknown function	PVP01_1260900	PF3D7_1446100	N/A	
PF3D7_1446200	PF3D7_1446200.1	M17 leucyl aminopeptidase	PVP01_1260800	PF3D7_1446200	LAP	
PF3D7_1446300	PF3D7_1446300.1	conserved Plasmodium membrane protein, unknown function	PVP01_1260700	PF3D7_1446300	N/A	
PF3D7_1446400	PF3D7_1446400.1	pyruvate dehydrogenase E1 component subunit beta	PVP01_1260600	PF3D7_1446400	pdhB	
PF3D7_1446500	PF3D7_1446500.1	nucleoporin NUP313, putative	PVP01_1260500	PF3D7_1446500	NUP313	
PF3D7_1446600	PF3D7_1446600.1	centrin-2	PVP01_1260400	PF3D7_1446600	CEN2	
PF3D7_1446700	PF3D7_1446700.1	conserved Plasmodium protein, unknown function	PVP01_1260300	PF3D7_1446700	N/A	
PF3D7_1446800	PF3D7_1446800.1	heme detoxification protein	PVP01_1260200	PF3D7_1446800	HDP	
PF3D7_1446900	PF3D7_1446900.1	glutaminyl-peptide cyclotransferase, putative	PVP01_1260100	PF3D7_1446900	N/A	
PF3D7_1447000	PF3D7_1447000.1	40S ribosomal protein S5	PVP01_1260000	PF3D7_1447000	N/A	
PF3D7_1447100	PF3D7_1447100.1	conserved Plasmodium protein, unknown function	PVP01_1259900	PF3D7_1447100	N/A	
PF3D7_1447200	PF3D7_1447200.1	conserved protein, unknown function	PVP01_1259800	PF3D7_1447200	N/A	
PF3D7_1447300	PF3D7_1447300.1	ribosomal protein S14, mitochondrial, putative	PVP01_1259700	PF3D7_1447300	N/A	
PF3D7_1447400	PF3D7_1447400.1	conserved Plasmodium protein, unknown function	PVP01_1259600	PF3D7_1447400	N/A	
PF3D7_1447500	PF3D7_1447500.1	inner membrane complex protein, putative	PVP01_1259500	PF3D7_1447500	IMC20	
PF3D7_1447600	PF3D7_1447600.1	conserved protein, unknown function	PVP01_1259400	PF3D7_1447600	N/A	
PF3D7_1447700	PF3D7_1447700.1	conserved protein, unknown function	PVP01_1259300	PF3D7_1447700	N/A	
PF3D7_1447800	PF3D7_1447800.1	calponin homology domain-containing protein, putative	PVP01_1259200	PF3D7_1447800	N/A	
PF3D7_1447900	PF3D7_1447900.1	multidrug resistance protein 2	PVP01_1259100	PF3D7_1447900	MDR2	
PF3D7_1448000	PF3D7_1448000.1	U3 small nucleolar RNA-associated protein 12, putative	PVP01_1259000	PF3D7_1448000	UTP12	
PF3D7_1448100	PF3D7_1448100.1	conserved Plasmodium protein, unknown function	PVP01_1258900	PF3D7_1448100	N/A	
PF3D7_1448200	PF3D7_1448200.1	condensin-2 complex subunit G2, putative	PVP01_1258800	PF3D7_1448200	CAPG2	
PF3D7_1448400	PF3D7_1448400.1	ubiquitin-protein ligase, putative	PVP01_1258600	PF3D7_1448400	HRD3	
PF3D7_1448600	PF3D7_1448600.1	SNARE protein, putative	PVP01_1258400	PF3D7_1448600	VTI1	
PF3D7_1448700	PF3D7_1448700.1	HSP20-like chaperone, putative	PVP01_1258300	PF3D7_1448700	N/A	
PF3D7_1448800	PF3D7_1448800.1	Appr-1-p processing domain protein	PVP01_1258200	PF3D7_1448800	N/A	
PF3D7_1448900	PF3D7_1448900.1	conserved protein, unknown function	PVP01_1258100	PF3D7_1448900	N/A	
PF3D7_1449000	PF3D7_1449000.1	gamete egress and sporozoite traversal protein, putative	PVP01_1258000	PF3D7_1449000	GEST	
PF3D7_1449100	PF3D7_1449100.1	CLASP domain-containing protein, putative	PVP01_1257900	PF3D7_1449100	N/A	
PF3D7_1449300	PF3D7_1449300.1	transcription factor IIIb subunit, putative	PVP01_1257700	PF3D7_1449300	BRF1	
PF3D7_1449400	PF3D7_1449400.1	crossover junction endonuclease MUS81, putative	PVP01_1257600	PF3D7_1449400	MUS81	
PF3D7_1449600	PF3D7_1449600.1	conserved protein, unknown function	PVP01_1257400	PF3D7_1449600	N/A	
PF3D7_1449700	PF3D7_1449700.1	exosome complex exonuclease RRP6	PVP01_1257300	PF3D7_1449700	RRP6	
