Gene ID	source_id	Product Description	Gene Name or Symbol	gene_source_id	P. falciparum Su Seven Stages RNA Seq data - Ring - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Early Trophozoite - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Late Trophozoite - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Schizont - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Gametocyte II - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Gametocyte V - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Ookinete - unique (3D7 7Stages RNA-Seq)	
PF3D7_1461400	PF3D7_1461400.1	MORN repeat protein, putative	N/A	PF3D7_1461400	26.48	5.22	131.3	178.28	182.03	1729.09	712.2	
PF3D7_1461500	PF3D7_1461500.1	meiotic nuclear division protein 1, putative	MND1	PF3D7_1461500	5.8	1.99	0.2	1.01	42.94	174.94	67.72	
PF3D7_1461600	PF3D7_1461600.1	splicing factor 3B subunit 2, putative	SF3B2	PF3D7_1461600	133.74	152.06	100.56	31.66	122.03	29.59	62.89	
PF3D7_1461700	PF3D7_1461700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1461700	4.46	3.62	14.12	1.63	1388.9	8222.2	808.08	
PF3D7_1461800	PF3D7_1461800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1461800	4.3	1.14	8.22	1.51	22.4	87.97	518.76	
PF3D7_1461900	PF3D7_1461900.1	valine--tRNA ligase, putative	N/A	PF3D7_1461900	57.36	69.55	48.93	8.7	3.55	3.46	29.08	
PF3D7_1462000	PF3D7_1462000.1	thioredoxin-like protein	TLP1	PF3D7_1462000	38.53	11.3	3.42	0	30.78	44.12	0	
PF3D7_1462100	PF3D7_1462100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1462100	1.87	1.87	17.87	8.66	4.13	9.32	1.49	
PF3D7_1462200	PF3D7_1462200.1	conserved protein, unknown function	N/A	PF3D7_1462200	3.83	9.66	20.85	0	69.78	93.53	26.8	
PF3D7_1462300	PF3D7_1462300.1	GTP-binding protein, putative	N/A	PF3D7_1462300	77.2	57	71.37	20.21	31.2	59.25	30.67	
PF3D7_1462400	PF3D7_1462400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1462400	55.33	32.35	11.02	1.55	8.33	25.03	8.65	
PF3D7_1462500	PF3D7_1462500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1462500	2.6	0.27	0.49	0	13.23	21.26	1.95	
PF3D7_1462600	PF3D7_1462600.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1462600	1.84	0.39	0.16	0	9.41	22.95	1.89	
PF3D7_1462700	PF3D7_1462700.1	cytochrome c1, heme protein, mitochondrial, putative	CYT1	PF3D7_1462700	13.91	11.76	292.44	269.63	276.02	117.87	45.18	
PF3D7_1462800	PF3D7_1462800.1	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	PF3D7_1462800	9185.15	14813.83	39800.15	16780.71	2324.95	115	460.57	
PF3D7_1462900	PF3D7_1462900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1462900	16.61	3.67	3.97	1.28	4.94	16.78	1.23	
PF3D7_1463000	PF3D7_1463000.1	mediator of RNA polymerase II transcription subunit 20, putative	MED20	PF3D7_1463000	8.06	25.78	13.5	3.34	23.55	396.15	64.18	
PF3D7_1463100	PF3D7_1463100.1	conserved Plasmodium protein, unknown function, pseudogene	N/A	PF3D7_1463100	1.82	1.13	0.82	0	20.28	12.43	0	
PF3D7_1463200	PF3D7_1463200.1	replication factor C subunit 3, putative	RFC3	PF3D7_1463200	4.92	10.21	142.39	43.07	35.72	22.09	7.19	
PF3D7_1463300	PF3D7_1463300.1	DNA polymerase alpha subunit B, putative	N/A	PF3D7_1463300	1.57	1.61	15.52	4.2	9.13	16.57	0	
PF3D7_1463400	PF3D7_1463400.1	DNA-directed RNA polymerase III subunit RPC4, putative	N/A	PF3D7_1463400	26.05	20.46	11.76	1.22	22.98	39.21	4.41	
PF3D7_1463500	PF3D7_1463500.1	fam-a protein	N/A	PF3D7_1463500	62.1	4.93	29.14	3.98	101.95	88.8	11.49	
PF3D7_1463600	PF3D7_1463600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1463600	5.81	2.62	9.09	0	151.96	165.81	0	
PF3D7_1463700	PF3D7_1463700.1	cyclin 1	CYC1	PF3D7_1463700	19.23	22.17	15.94	3.16	40.2	200.53	10.61	
PF3D7_1463800	PF3D7_1463800.1	ribosomal protein S6, mitochondrial, putative	N/A	PF3D7_1463800	3.74	0.84	2.07	1.71	19.4	53.15	0	
PF3D7_1463900	PF3D7_1463900.1	rhoptry neck protein 11, putative	RON11	PF3D7_1463900	7.61	1.1	64.96	136.7	4.71	12.06	25.9	
PF3D7_1464000	PF3D7_1464000.1	YL1 nuclear protein, putative	N/A	PF3D7_1464000	64.5	82.52	62.26	39.76	18.12	32.28	8.43	
PF3D7_1464100	PF3D7_1464100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1464100	7.1	3	4.4	0.23	5.47	14.59	1.1	
PF3D7_1464200	PF3D7_1464200.1	zinc finger protein, putative	N/A	PF3D7_1464200	20.11	7.4	5.68	1.22	42.71	138.78	2.93	
PF3D7_1464300	PF3D7_1464300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1464300	8.75	2.5	1.59	2.02	3.32	20.08	0	
PF3D7_1464400	PF3D7_1464400.1	zinc finger protein, putative	N/A	PF3D7_1464400	79.83	186.26	145.36	198.54	363.25	202.4	33.05	
PF3D7_1464500	PF3D7_1464500.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1464500	7.59	26.02	28.24	16.76	4.11	15.74	17.68	
PF3D7_1464600	PF3D7_1464600.1	serine/threonine protein phosphatase UIS2, putative	UIS2	PF3D7_1464600	86.07	241.58	87.91	22.46	6.67	21.85	140.52	
PF3D7_1464700	PF3D7_1464700.1	ATP synthase (C/AC39) subunit, putative	N/A	PF3D7_1464700	54.72	53.46	79.48	43.11	20.53	57.31	68.61	
PF3D7_1464800	PF3D7_1464800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1464800	6.14	0.85	1.04	1.72	31.3	47.19	0	
PF3D7_1464900	PF3D7_1464900.1	ATP-dependent zinc metalloprotease FTSH, putative	N/A	PF3D7_1464900	109.91	107.54	82.4	33.86	10.29	13.74	18.23	
PF3D7_1465000	PF3D7_1465000.1	cytochrome c oxidase subunit ApiCOX25, putative	ApiCOX25	PF3D7_1465000	5.28	1.46	71.89	29.59	389.09	284.89	28.43	
PF3D7_1465100	PF3D7_1465100.1	conserved oligomeric Golgi complex subunit 6, putative	COG6	PF3D7_1465100	4.96	1.71	17.39	15.22	5.41	14.9	3.43	
PF3D7_1465200	PF3D7_1465200.1	mediator of RNA polymerase II transcription subunit 4, putative	MED4	PF3D7_1465200	45.97	27.63	24.78	3.83	8.72	14.28	0	
PF3D7_1465300	PF3D7_1465300.1	ribonuclease Z, putative	N/A	PF3D7_1465300	27.82	19.85	11.55	2.16	7.92	24.74	10.39	
PF3D7_1465400	PF3D7_1465400.1	conserved protein, unknown function	N/A	PF3D7_1465400	246.47	78.56	32.08	15.88	94.14	69.91	21.79	
PF3D7_1465500	PF3D7_1465500.1	potassium channel K2	K2	PF3D7_1465500	3.84	0.63	0.29	0	4.98	20.42	1.36	
PF3D7_1465600	PF3D7_1465600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1465600	5.24	0.53	1.46	0.85	9.18	39.27	4.08	
PF3D7_1465700	PF3D7_1465700.1	plasmepsin VIII, putative	PM8	PF3D7_1465700	2.2	0.4	0.97	0.53	63.24	1233.72	154.13	
PF3D7_1465800	PF3D7_1465800.1	dynein beta chain, putative	N/A	PF3D7_1465800	2.35	0.79	0.94	0.06	1.74	6.57	3.67	
PF3D7_1465900	PF3D7_1465900.1	40S ribosomal protein S3	N/A	PF3D7_1465900	347.22	1063.11	597.16	130.16	601.6	322.77	493.54	
PF3D7_1466000	PF3D7_1466000.1	conserved protein, unknown function	N/A	PF3D7_1466000	3.43	0.65	2.12	1.31	75.5	696.86	37.89	
PF3D7_1466100	PF3D7_1466100.1	protein phosphatase containing kelch-like domains	PPKL	PF3D7_1466100	4.96	2.18	48.45	43.6	29.14	33.54	4.46	
PF3D7_1466200	PF3D7_1466200.1	early gametocyte enriched phosphoprotein EGXP	EGXP	PF3D7_1466200	3.27	7.05	18.2	2.41	30.95	45.09	48.79	
PF3D7_1466300	PF3D7_1466300.1	26S proteasome regulatory subunit RPN2, putative	RPN2	PF3D7_1466300	178.7	223.88	411.86	459.61	43.62	20.56	92.56	
PF3D7_1466400	PF3D7_1466400.1	AP2 domain transcription factor AP2-EXP	ApiAP2	PF3D7_1466400	276.93	99.11	75.82	22.82	22.64	38.82	14.62	
PF3D7_1466500	PF3D7_1466500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1466500	6.74	0	1.99	0	501.1	3660.75	692.51	
PF3D7_1466600	PF3D7_1466600.1	enkurin domain-containing protein, putative	N/A	PF3D7_1466600	5.85	2.36	0.45	0	7.94	46.27	29.99	
PF3D7_1466700	PF3D7_1466700.1	60S ribosome subunit biogenesis protein NIP7, putative	NIP7	PF3D7_1466700	93.45	52.76	17.61	3.44	171.47	121.95	44.07	
PF3D7_1466800	PF3D7_1466800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1466800	23.14	25.62	10.21	1.37	204.7	187.97	383.23	
PF3D7_1466900	PF3D7_1466900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1466900	16.51	38.02	17.63	9.9	3.89	17.71	25.54	
PF3D7_1467000	PF3D7_1467000.1	magnesium transporter, putative	N/A	PF3D7_1467000	10.55	3	2.45	1.14	15.09	54.72	7.69	
PF3D7_1467100	PF3D7_1467100.1	DNA-3-methyladenine glycosylase, putative	N/A	PF3D7_1467100	35.31	13.53	11.13	2.06	2.81	8.49	0	
PF3D7_1467200	PF3D7_1467200.1	WD repeat-containing protein 79, putative	WDR79	PF3D7_1467200	13.28	7.48	3.16	1.07	4.25	9.52	0	
PF3D7_1467300	PF3D7_1467300.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	DXR	PF3D7_1467300	8.69	2.82	23.71	9.71	4.56	14.3	11.15	
PF3D7_1467400	PF3D7_1467400.1	50S ribosomal protein L22, apicoplast, putative	RPL22	PF3D7_1467400	9.79	6.92	30.82	15.39	15.12	82.94	5.04	
PF3D7_1467500	PF3D7_1467500.1	DNA/RNA-binding protein KIN17, putative	N/A	PF3D7_1467500	31.71	34.23	54.03	36.34	5.83	8.99	4.48	
PF3D7_1467600	PF3D7_1467600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1467600	5.03	2.5	4.54	2.55	14.77	17.27	60.53	
PF3D7_1467700	PF3D7_1467700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1467700	3.41	0.62	24.62	9.95	139.98	66.54	23.89	
PF3D7_1467800	PF3D7_1467800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1467800	10.58	8.98	52.7	20.41	183.13	121.38	27.24	
PF3D7_1467900	PF3D7_1467900.1	rab GTPase activator, putative	N/A	PF3D7_1467900	8.17	21.45	59.22	60.29	44.27	160.78	111	
PF3D7_1468000	PF3D7_1468000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1468000	4.2	0.57	2.73	0.73	2.09	8.28	5.8	
PF3D7_1468100	PF3D7_1468100.1	MORC family protein, putative	N/A	PF3D7_1468100	164.89	292.87	243.01	131.31	34.49	44.69	73.04	
PF3D7_1468200	PF3D7_1468200.1	telomere length and silencing protein 1, putative	TLS1	PF3D7_1468200	12.23	27.89	43.91	9.09	48.6	107.17	17.47	
PF3D7_1468300	PF3D7_1468300.1	leucine-rich repeat protein	LRR14.1	PF3D7_1468300	6.34	7.15	4.84	1.65	20.19	38.87	0	
PF3D7_1468400	PF3D7_1468400.1	zinc finger protein, putative	D13	PF3D7_1468400	4	0.71	15.99	60.27	2.86	6.72	16.66	
PF3D7_1468500	PF3D7_1468500.1	derlin-1	DER1-1	PF3D7_1468500	9.75	9.5	104.55	58.56	352.62	369.38	11.53	
PF3D7_1468600	PF3D7_1468600.1	aminophospholipid transporter, putative	N/A	PF3D7_1468600	2.42	0.31	1.14	0.31	3.39	6.12	0.99	
PF3D7_1468700	PF3D7_1468700.1	eukaryotic initiation factor 4A	eIF4A	PF3D7_1468700	1845.47	2967.63	1949.94	578.85	473.26	132.63	249.75	
PF3D7_1468800	PF3D7_1468800.1	splicing factor U2AF large subunit, putative	U2AF2	PF3D7_1468800	49.24	102.31	48.25	22.03	31.8	20.45	29.13	
PF3D7_1468900	PF3D7_1468900.1	zinc finger protein, putative	N/A	PF3D7_1468900	16.84	21.14	16.24	2.79	6.06	13.74	3.65	
PF3D7_1469000	PF3D7_1469000.1	translation initiation factor IF-1	IF1	PF3D7_1469000	3.09	3.63	13.67	4.51	33.35	95.5	2.71	
PF3D7_1469100	PF3D7_1469100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1469100	8.46	11.35	8.79	0.79	21.58	109.82	32.29	
PF3D7_1469200	PF3D7_1469200.1	shewanella-like protein phosphatase 1, putative	SHLP1	PF3D7_1469200	8.68	2.13	14.87	10.92	35.31	197.65	52.48	
PF3D7_1469300	PF3D7_1469300.1	pre-rRNA-processing protein PNO1, putative	PNO1	PF3D7_1469300	30.15	33.59	19.34	5.49	53.1	135.56	24.51	
PF3D7_1469400	PF3D7_1469400.1	nucleoside transporter 3, putative	NT3	PF3D7_1469400	15.39	26.7	18.95	1.41	73.95	67.19	11.32	
PF3D7_1469500	PF3D7_1469500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1469500	3.46	2	0.61	0.3	2.05	40.54	33.15	
PF3D7_1469600	PF3D7_1469600.1	acetyl-CoA carboxylase	ACC	PF3D7_1469600	3.3	0.79	6.79	2.57	5.44	28.54	56.97	
PF3D7_1469700	PF3D7_1469700.1	mediator of RNA polymerase II transcription subunit 6, putative	MED6	PF3D7_1469700	4.67	6.94	24.9	9.02	108.81	616.62	36.1	
PF3D7_1469800	PF3D7_1469800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1469800	14.95	40.9	64.87	26.76	655.25	1687.18	176.74	
PF3D7_1469900	PF3D7_1469900.1	protein MGET	MGET	PF3D7_1469900	5.11	5.12	16.62	6.21	14.41	114.59	152.83	
PF3D7_1470000	PF3D7_1470000.1	autophagy-related protein 12, putative	ATG12	PF3D7_1470000	10.02	16.27	35.8	7.31	46.74	149.71	0	
PF3D7_1470100	PF3D7_1470100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1470100	8.14	8.57	7.42	2.52	5.98	20.84	13.13	
PF3D7_1470200	PF3D7_1470200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1470200	29.25	60.04	15.81	10.21	35.47	73.37	32.69	
PF3D7_1470300	PF3D7_1470300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1470300	52.08	24.67	10.36	1.39	144.14	411	116.46	
PF3D7_1470400	PF3D7_1470400.1	mitochondrial pyruvate carrier protein 2, putative	MPC2	PF3D7_1470400	75.81	31.03	90.78	17.46	872.97	1231.46	263.14	
PF3D7_1470500	PF3D7_1470500.1	cGMP-specific 3',5'-cyclic phosphodiesterase delta	PDEdelta	PF3D7_1470500	5.55	0.88	15.18	3.04	17.98	201.84	54.07	
PF3D7_1470600	PF3D7_1470600.1	RAP protein, putative	N/A	PF3D7_1470600	15.91	44.18	35.22	3.48	40.88	47.78	39.92	
PF3D7_1470700	PF3D7_1470700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1470700	8.58	10.9	7.97	0.36	5.86	23.82	38.4	
PF3D7_1470800	PF3D7_1470800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1470800	3.51	6.85	37.21	17.14	10.17	37.31	104.95	
PF3D7_1470900	PF3D7_1470900.1	proteasome subunit beta type-2, putative	N/A	PF3D7_1470900	36.7	95.35	320.85	123.21	343.09	379.15	136.59	
PF3D7_1471000	PF3D7_1471000.1	RNA 3'-terminal phosphate cyclase-like protein, putative	RCL1	PF3D7_1471000	35.1	31.42	7.22	0.88	6.27	28.68	22.25	
PF3D7_1471100	PF3D7_1471100.1	exported protein 2	EXP2	PF3D7_1471100	671.39	7178.52	2156.9	446.48	618.58	57.77	285.76	
PF3D7_1471200	PF3D7_1471200.1	inorganic anion exchanger, inorganic anion antiporter	SulP	PF3D7_1471200	20.87	51.14	306.15	166.98	42.36	26.6	372.02	
PF3D7_1471300	PF3D7_1471300.1	RAP protein, putative	N/A	PF3D7_1471300	5.16	15.88	36.26	30.5	46.98	55.73	11.93	
PF3D7_1471400	PF3D7_1471400.1	diacylglycerol kinase, putative	N/A	PF3D7_1471400	4.53	2.04	74.65	63.98	9.86	24.33	78.33	
PF3D7_1471500	PF3D7_1471500.1	transmembrane protein 43, putative	TMEM43	PF3D7_1471500	4.34	0.69	16.53	23.24	195.07	481.49	232.26	
PF3D7_1471600	PF3D7_1471600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1471600	3.79	0.56	1.59	0	8.06	157.65	801.65	
PF3D7_1471700	PF3D7_1471700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1471700	3.25	0.36	1.81	0	11.84	387.96	1096.75	
PF3D7_1471800	PF3D7_1471800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1471800	17.55	4.61	3.27	0	544.45	8470.41	865.18	
PF3D7_1471900	PF3D7_1471900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1471900	12.69	5.23	3.55	0.97	5.79	31.98	36.56	
PF3D7_1472000	PF3D7_1472000.1	pre-mRNA-splicing factor ISY1, putative	ISY1	PF3D7_1472000	63.65	77.86	52.85	27.59	795.95	180.31	31.91	
PF3D7_1472100	PF3D7_1472100.1	protein transport protein YIP1, putative	YIP1	PF3D7_1472100	111.84	31.61	30.58	19	57.75	116.51	4.72	
PF3D7_1472200	PF3D7_1472200.1	histone deacetylase, putative	HDA1	PF3D7_1472200	110.53	56.57	34.16	20.9	26.84	87.73	73.97	
PF3D7_1472300	PF3D7_1472300.1	conserved protein, unknown function	N/A	PF3D7_1472300	33.71	25.15	46.53	36.97	40.94	343.02	22.2	
PF3D7_1472400	PF3D7_1472400.1	M1-family alanyl aminopeptidase, putative	N/A	PF3D7_1472400	7.33	9.56	10.6	4.99	3.84	10.96	10.44	
PF3D7_1472500	PF3D7_1472500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1472500	6.98	7.46	11.81	5.65	172.02	629.17	206.01	
PF3D7_1472600	PF3D7_1472600.1	protein disulfide-isomerase	PDI-14	PF3D7_1472600	3.88	0.65	35.23	31.67	20.34	112.18	32.22	
PF3D7_1472700	PF3D7_1472700.1	DNA-directed RNA polymerase, alpha subunit, putative	N/A	PF3D7_1472700	3.94	3.73	24.19	14.61	11.03	52.8	141.49	
PF3D7_1472800	PF3D7_1472800.1	HSP20-like chaperone, putative	N/A	PF3D7_1472800	4.51	1.68	71.14	23.82	145.41	355.88	130.75	
PF3D7_1472900	PF3D7_1472900.1	dihydroorotase, putative	N/A	PF3D7_1472900	17.51	17.92	53.32	60.94	936.58	71.08	110.48	
PF3D7_1473000	PF3D7_1473000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1473000	4.05	0	0.66	0	1.86	2.77	118.04	
PF3D7_1473100	PF3D7_1473100.1	GTPase-activating protein, putative	N/A	PF3D7_1473100	9.55	11.37	25.74	11.49	11.68	28.88	46.82	
PF3D7_1473200	PF3D7_1473200.1	DnaJ protein, putative	N/A	PF3D7_1473200	19.79	208.85	460.18	280.8	26.05	17.82	134.02	
PF3D7_1473300	PF3D7_1473300.1	CKK domain-containing protein, putative	N/A	PF3D7_1473300	4.31	0.54	2.16	0.22	2.23	6.27	6.81	
PF3D7_1473400	PF3D7_1473400.1	conserved protein, unknown function	N/A	PF3D7_1473400	4.11	0.46	10.5	15.44	4.12	21	234.4	
PF3D7_1473500	PF3D7_1473500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1473500	30.66	23.42	17.33	4.27	36.46	87.28	9.53	
PF3D7_1473600	PF3D7_1473600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1473600	15.27	63.49	59.47	12.56	218.39	226.14	362.13	
PF3D7_1473700	PF3D7_1473700.1	nucleoporin NUP116/NSP116, putative	NUP116	PF3D7_1473700	7.95	7.61	13.63	0.99	7.95	9.09	38.35	
PF3D7_1473900	PF3D7_1473900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1473900	70.12	31.73	12.42	3.63	7.7	39.17	38.94	
PF3D7_1474000	PF3D7_1474000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1474000	5.17	1.77	6.74	0.49	41.54	50.35	190.54	
PF3D7_1474100	PF3D7_1474100.1	ribosomal protein L20, mitochondrial, putative	N/A	PF3D7_1474100	4.18	6.28	43.07	3.38	151.03	45.84	65.02	
PF3D7_1474200	PF3D7_1474200.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1474200	1.84	0.4	1.14	0.91	2.73	10.9	1.14	
PF3D7_1474300	PF3D7_1474300.1	DNA repair metallo-beta-lactamase protein, putative	N/A	PF3D7_1474300	3.49	3.8	4.17	0.48	5.72	51.96	11.52	
PF3D7_1474400	PF3D7_1474400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1474400	3.69	0.74	2.59	1.52	15.41	34.95	14.82	
PF3D7_1474500	PF3D7_1474500.1	splicing factor 3A subunit 1, putative	SF3A1	PF3D7_1474500	29.93	82.34	77.17	14.99	6.85	34.16	107.35	
PF3D7_1474600	PF3D7_1474600.1	vacuole membrane protein 1, putative	VMP1	PF3D7_1474600	37.85	83.12	101.88	27.17	65.96	119.99	61.5	
PF3D7_1474700	PF3D7_1474700.1	protein kinase, putative	N/A	PF3D7_1474700	8.26	2.64	3.32	0.82	13.23	50.99	7.23	
PF3D7_1474800	PF3D7_1474800.1	proteasome subunit alpha type-1, putative	N/A	PF3D7_1474800	145.92	129.36	336.39	109.27	243	147.77	182.76	
PF3D7_1474900	PF3D7_1474900.1	trailer hitch homolog, putative	CITH	PF3D7_1474900	1.72	6.05	75.8	43.91	164.09	128.34	170.28	
PF3D7_1475000	PF3D7_1475000.1	mediator of RNA polymerase II transcription subunit 31, putative	MED31	PF3D7_1475000	5.11	6.53	8.47	1.55	5.29	27.86	0	
PF3D7_1475100	PF3D7_1475100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1475100	9.01	14.68	9.72	4.19	3.07	20.01	1.95	
PF3D7_1475200	PF3D7_1475200.1	conserved protein, unknown function	N/A	PF3D7_1475200	3.41	2.23	16.39	4.93	6.34	15.84	5.67	
PF3D7_1475300	PF3D7_1475300.1	cytochrome c oxidase assembly protein COX11, putative	COX11	PF3D7_1475300	4.95	3.34	30.96	14.42	16.4	41.82	21.65	
PF3D7_1475400	PF3D7_1475400.1	cysteine repeat modular protein 4	CRMP4	PF3D7_1475400	2.34	0.36	0.22	0	3.72	12.01	16.79	
PF3D7_1475500	PF3D7_1475500.1	LCCL domain-containing protein	CCp1	PF3D7_1475500	2.52	0.22	1.11	0	8.47	54.47	75.85	
PF3D7_1475600	PF3D7_1475600.1	bromodomain protein 4, putative	BDP4	PF3D7_1475600	44.07	39.03	32.22	11.03	8.52	22.98	14.94	
PF3D7_1475700	PF3D7_1475700.1	tubulin epsilon chain, putative	N/A	PF3D7_1475700	4.79	0.98	0.96	0.79	1.35	8.47	0	
PF3D7_1475800	PF3D7_1475800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1475800	8.22	5.6	12.38	6.66	26.88	11.95	17.59	
PF3D7_1475900	PF3D7_1475900.1	KELT protein	N/A	PF3D7_1475900	3.79	0.77	1.42	0	9.2	11.49	5.64	
PF3D7_1476000	PF3D7_1476000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1476000	47.58	33.19	11.68	0	199.51	232.79	29.75	
PF3D7_1476100	PF3D7_1476100.1	early transcribed membrane protein 14.2	ETRAMP14.2	PF3D7_1476100	6.36	1.43	0	0	9.89	14.14	0	
PF3D7_1476200	PF3D7_1476200.1	Plasmodium exported protein (PHISTb), unknown function	N/A	PF3D7_1476200	161.19	1315.18	47.15	4.83	61.08	16.76	28.03	
PF3D7_1476300	PF3D7_1476300.1	Plasmodium exported protein (PHISTb), unknown function	N/A	PF3D7_1476300	7.02	0.8	68.56	72.4	7.99	64.54	95.18	
PF3D7_1476400	PF3D7_1476400.1	serine/threonine protein kinase, FIKK family, pseudogene	FIKK14	PF3D7_1476400	36.76	62.52	41.97	6.28	10.34	8.74	7.95	
PF3D7_1476500	PF3D7_1476500.1	probable protein, unknown function	N/A	PF3D7_1476500	4.52	2.35	3.97	0.63	34.2	180.77	121.66	
PF3D7_1476600	PF3D7_1476600.1	Plasmodium exported protein, unknown function	N/A	PF3D7_1476600	3.5	1.01	4.75	0.22	12.03	15.43	58.6	
PF3D7_1476700	PF3D7_1476700.1	lysophospholipase, putative	N/A	PF3D7_1476700	2.08	1.88	0.94	1.17	27.85	699.48	25.21	
PF3D7_1476800	PF3D7_1476800.1	lysophospholipase, putative	N/A	PF3D7_1476800	5.94	2.06	8.3	8.88	12.3	43.97	18.66	
PF3D7_1476900	PF3D7_1476900.1	Plasmodium exported protein, unknown function, pseudogene	N/A	PF3D7_1476900	3.45	0.73	0.9	0.74	11.78	2	3.55	
PF3D7_1477000	PF3D7_1477000.1	Plasmodium exported protein (hyp17), unknown function, pseudogene	N/A	PF3D7_1477000	5.59	3.02	0.37	0	0.12	0.35	0	
PF3D7_1477100	PF3D7_1477100.1	Plasmodium exported protein (hyp6), unknown function	N/A	PF3D7_1477100	4.36	1.57	2.35	0	0	1.08	0	
PF3D7_1477200	PF3D7_1477200.1	Plasmodium exported protein (hyp15), unknown function	N/A	PF3D7_1477200	0.73	1.1	1.43	0	7.05	2.1	0	
PF3D7_1477300	PF3D7_1477300.1	Plasmodium exported protein (PHIST), unknown function	Pfg14-744	PF3D7_1477300	2.22	0.36	0.89	1.47	82.69	14.43	12.35	
PF3D7_1477400	PF3D7_1477400.1	Plasmodium exported protein (PHIST), unknown function	N/A	PF3D7_1477400	2.05	0.17	0.27	0	115.81	197.08	13.05	
PF3D7_1477500	PF3D7_1477500.1	Plasmodium exported protein (PHISTb), unknown function	N/A	PF3D7_1477500	92.81	282.93	24.72	2.47	11.01	11.02	6.93	
PF3D7_1477600	PF3D7_1477600.1	surface-associated interspersed protein 14.1 (SURFIN 14.1)	SURF14.1	PF3D7_1477600	3.25	0.31	0.41	0	0.84	2.33	1.01	
PF3D7_1477700	PF3D7_1477700.1	Plasmodium exported protein (PHISTa), unknown function	Pfg14-748	PF3D7_1477700	4.66	2.97	1.14	0	235.92	100.31	54.33	
PF3D7_1477800	PF3D7_1477800.1	acyl-CoA binding protein	ACBP	PF3D7_1477800	8.71	0.56	5.96	0	9.03	8.45	21.79	
PF3D7_1477900	PF3D7_1477900.1	acyl-CoA synthetase, pseudogene	ACS1b	PF3D7_1477900	3.47	1.07	0.2	0.25	0.29	1.63	1.22	
PF3D7_1478000	PF3D7_1478000.1	Plasmodium exported protein (PHISTa), unknown function	GEXP17	PF3D7_1478000	101.87	3.79	0.59	0	65.52	42.49	0	
PF3D7_1478100	PF3D7_1478100.1	Plasmodium exported protein (hyp13), unknown function	N/A	PF3D7_1478100	14.16	3.71	4.37	3.33	29.81	102.33	15.99	
